z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayModes,massExcess(keV),massExcessUncertainty,betaMinus(keV),betaMinusUncertainty,positronEmission(keV),positronEmissionUncertainty,neutronSeparationEnergy(keV),neutronSeparationEnergyUncertainty,protonSeparationEnergy(keV),protonSeparationEnergyUncertainty,alpha(keV),alphaUncertainty,twoNeutronSeparationEnergy(keV),twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy(keV),twoProtonSeparationEnergyUncertainty,bindingEnergy(keV),bindingEnergyUncertainty
77,120,197Ir,0.1150,8.9,m,3,11/2-,B- = 99.75,-28149,20,2156,20,-4.21E+3,20,6.90E+3,4,7.28E+3,4,-4.6E+2,4,12714,20,1.73E+4,3,7909.00,10
77,120,197Ir,0.1150,8.9,m,3,11/2-,IT = 0.25,-28149,20,2156,20,-4.21E+3,20,6.90E+3,4,7.28E+3,4,-4.6E+2,4,12714,20,1.73E+4,3,7909.00,10
77,127,204Ir,0.0,160,ns,GT,,B- = 100.00,-9.6E+3,4,8.1E+3,4,,,3.3E+3,6,9.6E+3,6,,,9.1E+3,5,,,7823.0,20
77,127,204Ir,0.0,160,ns,GT,,BN ? ,-9.6E+3,4,8.1E+3,4,,,3.3E+3,6,9.6E+3,6,,,9.1E+3,5,,,7823.0,20
77,128,205Ir,0.0,160,ns,GT,,B- = 100.00,-5.6E+3,5,7.2E+3,6,,,4.1E+3,6,,,,,7.4E+3,6,,,7805.0,20
77,128,205Ir,0.0,160,ns,GT,,BN ? ,-5.6E+3,5,7.2E+3,6,,,4.1E+3,6,,,,,7.4E+3,6,,,7805.0,20
77,125,202Ir,0.0,11,s,3,(1-:2-),B- = 100.00,-1.66E+4,3,6.1E+3,3,-5.1E+3,5,4.9E+3,4,9.1E+3,4,-2.1E+3,5,1.12E+4,4,,,7855.0,10
77,126,203Ir,0.0,160,ns,GT,,B- = 100.00,-1.44E+4,4,5.1E+3,4,-8.1E+3,6,5.8E+3,5,9.1E+3,6,-2.1E+3,6,1.07E+4,4,,,7845.0,20
77,112,189Ir,0.0,13.2,d,1,3/2+,EC = 100.00,-38450,13,-1980,14,-485,13,8176,16,4601,13,2944,13,1.504E+4,3,11811,13,7956.02,7
77,112,189Ir,0.3722,13.3,ms,3,11/2-,IT = 100.00,-38077,13,-1980,14,-485,13,8176,16,4601,13,2944,13,1.504E+4,3,11811,13,7956.02,7
77,112,189Ir,2.3332,3.7,ms,2,(25/2)+,IT = 100.00,-36116,13,-1980,14,-485,13,8176,16,4601,13,2944,13,1.504E+4,3,11811,13,7956.02,7
77,113,190Ir,0.0,11.78,d,10,4-,EC = 100.00,-36753.6,14,552.9,13,932.2,12,6375,13,5055.8,12,2748.8,15,14551,9,12314.7,13,7947.702,7
77,113,190Ir,0.0261,1.120,h,3,(1-),IT = 100.00,-36727.5,14,552.9,13,932.2,12,6375,13,5055.8,12,2748.8,15,14551,9,12314.7,13,7947.702,7
77,113,190Ir,0.3764,3.087,h,12,(11)-,EC = 91.40,-36377.2,14,552.9,13,932.2,12,6375,13,5055.8,12,2748.8,15,14551,9,12314.7,13,7947.702,7
77,113,190Ir,0.3764,3.087,h,12,(11)-,IT = 8.60,-36377.2,14,552.9,13,932.2,12,6375,13,5055.8,12,2748.8,15,14551,9,12314.7,13,7947.702,7
77,110,187Ir,0.0,10.5,h,3,3/2+,EC = 100.00,-3.955E+4,3,-2.86E+3,4,6.5E+2,3,8.45E+3,3,3.84E+3,3,3.84E+3,3,1.536E+4,4,1.031E+4,3,7960.67,15
77,110,187Ir,0.1862,30.3,ms,6,9/2-,IT = 100.00,-3.936E+4,3,-2.86E+3,4,6.5E+2,3,8.45E+3,3,3.84E+3,3,3.84E+3,3,1.536E+4,4,1.031E+4,3,7960.67,15
77,111,188Ir,0.0,41.5,h,5,1-,EC = 100.00,-38345,9,-524,9,1770,9,6.87E+3,3,4415,9,3450,10,15315,19,10996,9,7954.85,5
77,111,188Ir,0.9235,4.2,ms,2,,EC ? ,-37421,9,-524,9,1770,9,6.87E+3,3,4415,9,3450,10,15315,19,10996,9,7954.85,5
77,111,188Ir,0.9235,4.2,ms,2,,IT  ,-37421,9,-524,9,1770,9,6.87E+3,3,4415,9,3450,10,15315,19,10996,9,7954.85,5
77,118,195Ir,0.0,2.29,h,17,3/2+,B- = 100.00,-31692.3,13,1101.6,13,-3.20E+3,6,7231.86,6,6546.1,20,233,10,13298.65,13,1.604E+4,4,7924.916,7
77,118,195Ir,0.1000,3.67,h,8,11/2-,B- = 95.00,-31592.3,13,1101.6,13,-3.20E+3,6,7231.86,6,6546.1,20,233,10,13298.65,13,1.604E+4,4,7924.916,7
77,118,195Ir,0.1000,3.67,h,8,11/2-,IT = 5.00,-31592.3,13,1101.6,13,-3.20E+3,6,7231.86,6,6546.1,20,233,10,13298.65,13,1.604E+4,4,7924.916,7
77,119,196Ir,0.0,52,s,1,(0-),B- = 100.00,-2.944E+4,4,3.21E+3,4,-2.18E+3,6,5.81E+3,4,7.21E+3,7,-2.7E+2,8,1.305E+4,4,1.675E+4,20,7914.15,20
77,119,196Ir,0.4100,1.40,h,2,(10:11-),B- = 100.00,-2.903E+4,4,3.21E+3,4,-2.18E+3,6,5.81E+3,4,7.21E+3,7,-2.7E+2,8,1.305E+4,4,1.675E+4,20,7914.15,20
77,119,196Ir,0.4100,1.40,h,2,(10:11-),IT LT 0.30,-2.903E+4,4,3.21E+3,4,-2.18E+3,6,5.81E+3,4,7.21E+3,7,-2.7E+2,8,1.305E+4,4,1.675E+4,20,7914.15,20
77,116,193Ir,0.0,STABLE,,,3/2+,,-34536.3,13,-56.6,3,-2163.9,24,7771.99,20,5943.0,24,1018,8,13970.11,23,14764,10,7938.135,7
77,116,193Ir,0.0802,10.53,d,4,11/2-,IT = 100.00,-34456.1,13,-56.6,3,-2163.9,24,7771.99,20,5943.0,24,1018,8,13970.11,23,14764,10,7938.135,7
77,117,194Ir,0.0,19.28,h,13,1-,B- = 100.00,-32531.8,13,2228.3,13,-1118.6,20,6066.79,11,6426.3,24,626,5,13838.78,23,1.552E+4,7,7928.489,7
77,117,194Ir,0.1471,31.85,ms,24,4+,IT = 100.00,-32384.7,13,2228.3,13,-1118.6,20,6066.79,11,6426.3,24,626,5,13838.78,23,1.552E+4,7,7928.489,7
77,117,194Ir,0.1900,171,d,11,(10:11),B- = 100.00,-32341.8,13,2228.3,13,-1118.6,20,6066.79,11,6426.3,24,626,5,13838.78,23,1.552E+4,7,7928.489,7
77,114,191Ir,0.0,STABLE,,,3/2+,,-36708.8,13,-1010,4,-1335.6,11,8026.5,4,5290.0,11,2082.8,12,14402,13,13308,8,7948.114,7
77,114,191Ir,0.1713,4.899,s,23,11/2-,IT = 100.00,-36537.5,13,-1010,4,-1335.6,11,8026.5,4,5290.0,11,2082.8,12,14402,13,13308,8,7948.114,7
77,114,191Ir,2.0467,5.5,s,7,,IT = 100.00,-34662.1,13,-1010,4,-1335.6,11,8026.5,4,5290.0,11,2082.8,12,14402,13,13308,8,7948.114,7
77,115,192Ir,0.0,73.829,d,11,4+,B- = 95.24,-34835.6,13,1452.9,23,24.7,24,6198.12,11,5729.4,11,1756.3,12,14224.7,4,13831,5,7939.000,7
77,115,192Ir,0.0,73.829,d,11,4+,EC = 4.76,-34835.6,13,1452.9,23,24.7,24,6198.12,11,5729.4,11,1756.3,12,14224.7,4,13831,5,7939.000,7
77,115,192Ir,0.0567,1.45,m,5,1-,IT = 99.98,-34778.9,13,1452.9,23,24.7,24,6198.12,11,5729.4,11,1756.3,12,14224.7,4,13831,5,7939.000,7
77,115,192Ir,0.0567,1.45,m,5,1-,B- = 0.02,-34778.9,13,1452.9,23,24.7,24,6198.12,11,5729.4,11,1756.3,12,14224.7,4,13831,5,7939.000,7
77,115,192Ir,0.1681,241,y,9,(11-),IT = 100.00,-34667.5,13,1452.9,23,24.7,24,6198.12,11,5729.4,11,1756.3,12,14224.7,4,13831,5,7939.000,7
77,101,178Ir,0.0,12,s,2,,EC = 100.00,-36254,19,-4257,21,6268,23,8.28E+3,3,1587,24,4.99E+3,3,18515,20,5.77E+3,3,7936.56,11
77,102,179Ir,0.0,79,s,1,(5/2)-,EC = 100.00,-38082,10,-5814,13,3916,18,9899,21,1826,17,4.78E+3,3,18177,22,6.39E+3,3,7947.52,5
77,100,177Ir,0.0,30,s,2,5/2-,EC = 99.94,-36047,20,-6677,25,4887,25,10237,21,1205,23,5.08E+3,3,18796,23,5.34E+3,3,7934.63,11
77,100,177Ir,0.0,30,s,2,5/2-,A = 0.06,-36047,20,-6677,25,4887,25,10237,21,1205,23,5.08E+3,3,18796,23,5.34E+3,3,7934.63,11
77,109,186Ir,0.0,16.64,h,3,5+,EC = 100.00,-39172,17,-1.31E+3,3,2806,17,6.91E+3,3,3655,17,3.85E+3,10,1.570E+4,3,9530,17,7958.05,9
77,109,186Ir,0.0,1.90,h,5,2-,EC AP 75.00,-39172,17,-1.31E+3,3,2806,17,6.91E+3,3,3655,17,3.85E+3,10,1.570E+4,3,9530,17,7958.05,9
77,109,186Ir,0.0,1.90,h,5,2-,IT AP 25.00,-39172,17,-1.31E+3,3,2806,17,6.91E+3,3,3655,17,3.85E+3,10,1.570E+4,3,9530,17,7958.05,9
77,107,184Ir,0.0,3.09,h,3,5-,EC = 100.00,-3.961E+4,3,-2.28E+3,3,3.62E+3,3,7.48E+3,4,3.24E+3,6,3.80E+3,4,1.670E+4,3,8.74E+3,11,7959.20,15
77,108,185Ir,0.0,14.4,h,1,5/2-,EC = 100.00,-4.034E+4,3,-3.65E+3,4,1.45E+3,3,8.80E+3,4,3.37E+3,3,3.76E+3,3,1.628E+4,4,9.10E+3,3,7963.72,15
77,105,182Ir,0.0,15.0,m,10,3+,EC = 100.00,-39052,21,-2883,25,4.54E+3,3,7660,22,2.79E+3,3,4.18E+3,3,1.722E+4,3,7.79E+3,3,7954.89,12
77,106,183Ir,0.0,58,m,6,5/2-,EC = 100.00,-40202,25,-4.43E+3,3,2.44E+3,5,9.22E+3,3,2.88E+3,3,3.96E+3,3,1.688E+4,3,8.26E+3,3,7961.82,13
77,103,180Ir,0.0,1.5,m,1,(5+),EC = 100.00,-37978,22,-3548,24,5.36E+3,3,7967,24,2.25E+3,3,4.66E+3,4,1.787E+4,3,6.90E+3,4,7947.63,12
77,104,181Ir,0.0,4.90,m,15,5/2-,EC = 100.00,-39463,5,-5082,15,3.06E+3,3,9557,22,2396,17,4.38E+3,3,17524,11,7.46E+3,3,7956.52,3
77,90,167Ir,0.0,30.0,ms,11,1/2+,A = 48.00,-17072,18,-1.03E+4,3,8.40E+3,8,1.184E+4,20,-1070,4,6505,3,2.162E+4,16,9.9E+2,3,7812.83,11
77,90,167Ir,0.0,30.0,ms,11,1/2+,P = 32.00,-17072,18,-1.03E+4,3,8.40E+3,8,1.184E+4,20,-1070,4,6505,3,2.162E+4,16,9.9E+2,3,7812.83,11
77,90,167Ir,0.0,30.0,ms,11,1/2+,EC = 20.00,-17072,18,-1.03E+4,3,8.40E+3,8,1.184E+4,20,-1070,4,6505,3,2.162E+4,16,9.9E+2,3,7812.83,11
77,90,167Ir,0.1753,28.2,ms,10,11/2-,A = 80.00,-16897,18,-1.03E+4,3,8.40E+3,8,1.184E+4,20,-1070,4,6505,3,2.162E+4,16,9.9E+2,3,7812.83,11
77,90,167Ir,0.1753,28.2,ms,10,11/2-,EC = 20.00,-16897,18,-1.03E+4,3,8.40E+3,8,1.184E+4,20,-1070,4,6505,3,2.162E+4,16,9.9E+2,3,7812.83,11
77,90,167Ir,0.1753,28.2,ms,10,11/2-,P = 0.40,-16897,18,-1.03E+4,3,8.40E+3,8,1.184E+4,20,-1070,4,6505,3,2.162E+4,16,9.9E+2,3,7812.83,11
77,91,168Ir,0.0,222,ms,+60-40,,A LE 100.00,-1.867E+4,6,-7.66E+3,14,1.031E+4,6,9.67E+3,6,-5.4E+2,10,6381,9,2.150E+4,21,1.41E+3,10,7823.9,3
77,91,168Ir,0.0,222,ms,+60-40,,EC  ,-1.867E+4,6,-7.66E+3,14,1.031E+4,6,9.67E+3,6,-5.4E+2,10,6381,9,2.150E+4,21,1.41E+3,10,7823.9,3
77,91,168Ir,0.0,222,ms,+60-40,,P  ,-1.867E+4,6,-7.66E+3,14,1.031E+4,6,9.67E+3,6,-5.4E+2,10,6381,9,2.150E+4,21,1.41E+3,10,7823.9,3
77,91,168Ir,0.0,159,ms,+16-13,,A = 77.00,-1.867E+4,6,-7.66E+3,14,1.031E+4,6,9.67E+3,6,-5.4E+2,10,6381,9,2.150E+4,21,1.41E+3,10,7823.9,3
77,91,168Ir,0.0,159,ms,+16-13,,EC LE 23.00,-1.867E+4,6,-7.66E+3,14,1.031E+4,6,9.67E+3,6,-5.4E+2,10,6381,9,2.150E+4,21,1.41E+3,10,7823.9,3
77,91,168Ir,0.0,159,ms,+16-13,,P  ,-1.867E+4,6,-7.66E+3,14,1.031E+4,6,9.67E+3,6,-5.4E+2,10,6381,9,2.150E+4,21,1.41E+3,10,7823.9,3
77,92,169Ir,0.0,0.570,s,30,(1/2+),A = 45.00,-22093,23,-9.63E+3,20,7.61E+3,3,1.150E+4,6,-613,22,6141,4,2.116E+4,3,1.84E+3,5,7845.59,14
77,92,169Ir,0.0,0.570,s,30,(1/2+),EC ? ,-22093,23,-9.63E+3,20,7.61E+3,3,1.150E+4,6,-613,22,6141,4,2.116E+4,3,1.84E+3,5,7845.59,14
77,92,169Ir,0.0,0.570,s,30,(1/2+),P ? ,-22093,23,-9.63E+3,20,7.61E+3,3,1.150E+4,6,-613,22,6141,4,2.116E+4,3,1.84E+3,5,7845.59,14
77,92,169Ir,0.1530,0.280,s,1,(11/2-),A = 79.00,-21940,23,-9.63E+3,20,7.61E+3,3,1.150E+4,6,-613,22,6141,4,2.116E+4,3,1.84E+3,5,7845.59,14
77,92,169Ir,0.1530,0.280,s,1,(11/2-),EC ? ,-21940,23,-9.63E+3,20,7.61E+3,3,1.150E+4,6,-613,22,6141,4,2.116E+4,3,1.84E+3,5,7845.59,14
77,92,169Ir,0.1530,0.280,s,1,(11/2-),P ? ,-21940,23,-9.63E+3,20,7.61E+3,3,1.150E+4,6,-613,22,6141,4,2.116E+4,3,1.84E+3,5,7845.59,14
77,93,170Ir,0.0,0.87,s,+18-12,(3-),EC = 94.80,-2.318E+4,10,-6.88E+3,10,9.72E+3,10,9.16E+3,10,-2.5E+2,11,6.23E+3,5,2.066E+4,12,1.97E+3,11,7853.0,10
77,93,170Ir,0.0,0.87,s,+18-12,(3-),A = 5.20,-2.318E+4,10,-6.88E+3,10,9.72E+3,10,9.16E+3,10,-2.5E+2,11,6.23E+3,5,2.066E+4,12,1.97E+3,11,7853.0,10
77,93,170Ir,0.0,811,ms,18,(8+),IT LE 62.00,-2.318E+4,10,-6.88E+3,10,9.72E+3,10,9.16E+3,10,-2.5E+2,11,6.23E+3,5,2.066E+4,12,1.97E+3,11,7853.0,10
77,93,170Ir,0.0,811,ms,18,(8+),EC LE 62.00,-2.318E+4,10,-6.88E+3,10,9.72E+3,10,9.16E+3,10,-2.5E+2,11,6.23E+3,5,2.066E+4,12,1.97E+3,11,7853.0,10
77,93,170Ir,0.0,811,ms,18,(8+),A = 38.00,-2.318E+4,10,-6.88E+3,10,9.72E+3,10,9.16E+3,10,-2.5E+2,11,6.23E+3,5,2.066E+4,12,1.97E+3,11,7853.0,10
77,94,171Ir,0.0,3.2,s,+13-7,(1/2+),A AP 0.00,-2.641E+4,4,-8.95E+3,9,6.86E+3,4,1.130E+4,11,-2.2E+2,4,5997,12,2.046E+4,4,2.58E+3,4,7873.49,22
77,94,171Ir,0.0,3.2,s,+13-7,(1/2+),P  ,-2.641E+4,4,-8.95E+3,9,6.86E+3,4,1.130E+4,11,-2.2E+2,4,5997,12,2.046E+4,4,2.58E+3,4,7873.49,22
77,94,171Ir,0.0,3.2,s,+13-7,(1/2+),EC  ,-2.641E+4,4,-8.95E+3,9,6.86E+3,4,1.130E+4,11,-2.2E+2,4,5997,12,2.046E+4,4,2.58E+3,4,7873.49,22
77,94,171Ir,0.0,1.40,s,10,(11/2-),A = 58.00,-2.641E+4,4,-8.95E+3,9,6.86E+3,4,1.130E+4,11,-2.2E+2,4,5997,12,2.046E+4,4,2.58E+3,4,7873.49,22
77,94,171Ir,0.0,1.40,s,10,(11/2-),P LE 42.00,-2.641E+4,4,-8.95E+3,9,6.86E+3,4,1.130E+4,11,-2.2E+2,4,5997,12,2.046E+4,4,2.58E+3,4,7873.49,22
77,94,171Ir,0.0,1.40,s,10,(11/2-),EC LE 42.00,-2.641E+4,4,-8.95E+3,9,6.86E+3,4,1.130E+4,11,-2.2E+2,4,5997,12,2.046E+4,4,2.58E+3,4,7873.49,22
77,95,172Ir,0.0,4.4,s,3,(3+),EC = 98.00,-2.738E+4,3,-6.27E+3,3,8.84E+3,3,9.04E+3,5,3.7E+2,4,5991,10,2.034E+4,11,3.05E+3,3,7880.26,19
77,95,172Ir,0.0,4.4,s,3,(3+),A AP 2.00,-2.738E+4,3,-6.27E+3,3,8.84E+3,3,9.04E+3,5,3.7E+2,4,5991,10,2.034E+4,11,3.05E+3,3,7880.26,19
77,95,172Ir,0.1390,2.19,s,7,(7+),EC = 77.00,-2.724E+4,3,-6.27E+3,3,8.84E+3,3,9.04E+3,5,3.7E+2,4,5991,10,2.034E+4,11,3.05E+3,3,7880.26,19
77,95,172Ir,0.1390,2.19,s,7,(7+),A = 23.00,-2.724E+4,3,-6.27E+3,3,8.84E+3,3,9.04E+3,5,3.7E+2,4,5991,10,2.034E+4,11,3.05E+3,3,7880.26,19
77,96,173Ir,0.0,9.0,s,8,(3/2+:5/2+),EC AP 93.00,-30268,11,-8.33E+3,6,6148,18,1.096E+4,3,314,15,5716,9,2.000E+4,4,3.60E+3,3,7898.07,6
77,96,173Ir,0.0,9.0,s,8,(3/2+:5/2+),A LT 7.00,-30268,11,-8.33E+3,6,6148,18,1.096E+4,3,314,15,5716,9,2.000E+4,4,3.60E+3,3,7898.07,6
77,96,173Ir,0.2260,2.20,s,5,11/2-,EC = 88.00,-30042,11,-8.33E+3,6,6148,18,1.096E+4,3,314,15,5716,9,2.000E+4,4,3.60E+3,3,7898.07,6
77,96,173Ir,0.2260,2.20,s,5,11/2-,A = 12.00,-30042,11,-8.33E+3,6,6148,18,1.096E+4,3,314,15,5716,9,2.000E+4,4,3.60E+3,3,7898.07,6
77,97,174Ir,0.0,7.9,s,6,(3+),EC = 99.50,-30786,11,-5468,15,8187,15,8589,15,637,19,5693,16,1.955E+4,3,3.80E+3,4,7902.04,6
77,97,174Ir,0.0,7.9,s,6,(3+),A = 0.50,-30786,11,-5468,15,8187,15,8589,15,637,19,5693,16,1.955E+4,3,3.80E+3,4,7902.04,6
77,97,174Ir,0.1930,4.9,s,3,(7+),EC = 97.50,-30593,11,-5468,15,8187,15,8589,15,637,19,5693,16,1.955E+4,3,3.80E+3,4,7902.04,6
77,97,174Ir,0.1930,4.9,s,3,(7+),A = 2.50,-30593,11,-5468,15,8187,15,8589,15,637,19,5693,16,1.955E+4,3,3.80E+3,4,7902.04,6
77,98,175Ir,0.0,9,s,2,(5/2-),EC = 99.15,-33395,12,-7686,22,5689,17,10680,17,688,16,5.43E+3,3,19269,16,4.42E+3,3,7917.91,7
77,98,175Ir,0.0,9,s,2,(5/2-),A = 0.85,-33395,12,-7686,22,5689,17,10680,17,688,16,5.43E+3,3,19269,16,4.42E+3,3,7917.91,7
77,99,176Ir,0.0,8.6,s,4,,EC = 96.90,-33882,8,-4948,15,7227,14,8559,15,1066,14,5.26E+3,4,19239,14,4.79E+3,3,7921.55,5
77,99,176Ir,0.0,8.6,s,4,,A = 3.10,-33882,8,-4948,15,7227,14,8559,15,1066,14,5.26E+3,4,19239,14,4.79E+3,3,7921.55,5
77,86,163Ir,,,,,,,-5.3E+3,4,,,1.00E+4,5,,,-1.9E+3,5,7.1E+3,5,,,-1.0E+3,4,7734.0,20
77,87,164Ir,0.0,70,us,10,(9+),P AP 0.00,-7.5E+3,3,,,1.19E+4,4,1.02E+4,5,-1.56E+3,10,6.97E+3,10,,,-4.E+2,4,7750.0,20
77,87,164Ir,0.0,70,us,10,(9+),A ? ,-7.5E+3,3,,,1.19E+4,4,1.02E+4,5,-1.56E+3,10,6.97E+3,10,,,-4.E+2,4,7750.0,20
77,87,164Ir,0.0,70,us,10,(9+),EC ? ,-7.5E+3,3,,,1.19E+4,4,1.02E+4,5,-1.56E+3,10,6.97E+3,10,,,-4.E+2,4,7750.0,20
77,88,165Ir,0.0,1,us,LT,(1/2+),P ? ,-1.159E+4,16,-1.13E+4,4,9.1E+3,3,1.22E+4,4,-1.54E+3,5,6.82E+3,5,2.24E+4,4,1.7E+2,16,7776.0,10
77,88,165Ir,0.0,1,us,LT,(1/2+),A ? ,-1.159E+4,16,-1.13E+4,4,9.1E+3,3,1.22E+4,4,-1.54E+3,5,6.82E+3,5,2.24E+4,4,1.7E+2,16,7776.0,10
77,88,165Ir,0.2300,0.30,ms,6,11/2-,P = 87.00,-1.136E+4,16,-1.13E+4,4,9.1E+3,3,1.22E+4,4,-1.54E+3,5,6.82E+3,5,2.24E+4,4,1.7E+2,16,7776.0,10
77,88,165Ir,0.2300,0.30,ms,6,11/2-,A = 13.00,-1.136E+4,16,-1.13E+4,4,9.1E+3,3,1.22E+4,4,-1.54E+3,5,6.82E+3,5,2.24E+4,4,1.7E+2,16,7776.0,10
77,89,166Ir,0.0,10.5,ms,22,(2-),A = 93.00,-1.331E+4,20,-8.5E+3,4,1.110E+4,20,9.8E+3,3,-1152,8,6722,6,2.20E+4,4,4.1E+2,21,7789.0,10
77,89,166Ir,0.0,10.5,ms,22,(2-),P = 7.00,-1.331E+4,20,-8.5E+3,4,1.110E+4,20,9.8E+3,3,-1152,8,6722,6,2.20E+4,4,4.1E+2,21,7789.0,10
77,89,166Ir,0.1720,15.1,ms,9,(9+),A = 98.20,-1.313E+4,20,-8.5E+3,4,1.110E+4,20,9.8E+3,3,-1152,8,6722,6,2.20E+4,4,4.1E+2,21,7789.0,10
77,89,166Ir,0.1720,15.1,ms,9,(9+),P = 1.80,-1.313E+4,20,-8.5E+3,4,1.110E+4,20,9.8E+3,3,-1152,8,6722,6,2.20E+4,4,4.1E+2,21,7789.0,10
78,130,208Pt,0.0,160,ns,GT,,B- = 100.00,-5.E+2,4,5.4E+3,5,,,4.4E+3,6,,,,,7.4E+3,5,,,7780.0,20
78,130,208Pt,0.0,160,ns,GT,,BN ? ,-5.E+2,4,5.4E+3,5,,,4.4E+3,6,,,,,7.4E+3,5,,,7780.0,20
78,100,178Pt,0.0,20.7,s,7,0+,EC = 92.30,-31997,10,-9694,14,3235,21,10698,18,3239,22,5573.0,22,19206,16,4444,15,7908.25,6
78,100,178Pt,0.0,20.7,s,7,0+,A = 7.70,-31997,10,-9694,14,3235,21,10698,18,3239,22,5573.0,22,19206,16,4444,15,7908.25,6
78,101,179Pt,0.0,21.2,s,4,1/2-,EC = 99.76,-32268,8,-7280,14,4792,13,8342,13,3303,20,5412,9,19040,17,4890,17,7910.68,4
78,101,179Pt,0.0,21.2,s,4,1/2-,A = 0.24,-32268,8,-7280,14,4792,13,8342,13,3303,20,5412,9,19040,17,4890,17,7910.68,4
78,106,184Pt,0.0,17.3,m,2,0+,EC = 100.00,-37332,15,-7.01E+3,3,1.26E+3,3,9631,20,4.42E+3,3,4599,8,17307,20,7.30E+3,3,7942.56,8
78,106,184Pt,0.0,17.3,m,2,0+,A AP 1.0E-3,-37332,15,-7.01E+3,3,1.26E+3,3,9631,20,4.42E+3,3,4599,8,17307,20,7.30E+3,3,7942.56,8
78,106,184Pt,1.8403,1.01,ms,5,8-,IT = 100.00,-35492,15,-7.01E+3,3,1.26E+3,3,9631,20,4.42E+3,3,4599,8,17307,20,7.30E+3,3,7942.56,8
78,107,185Pt,0.0,70.9,m,24,9/2+,EC LT 100.00,-3.669E+4,3,-4.83E+3,3,2.63E+3,4,7.43E+3,3,4.37E+3,4,4437,10,1.706E+4,3,7.60E+3,6,7939.78,14
78,107,185Pt,0.1034,33.0,m,8,1/2-,EC = 99.00,-3.658E+4,3,-4.83E+3,3,2.63E+3,4,7.43E+3,3,4.37E+3,4,4437,10,1.706E+4,3,7.60E+3,6,7939.78,14
78,107,185Pt,0.1034,33.0,m,8,1/2-,IT LT 2.00,-3.658E+4,3,-4.83E+3,3,2.63E+3,4,7.43E+3,3,4.37E+3,4,4437,10,1.706E+4,3,7.60E+3,6,7939.78,14
78,108,186Pt,0.0,2.08,h,5,0+,EC = 100.00,-37864,22,-6.15E+3,3,2.9E+2,3,9.25E+3,3,4.82E+3,4,4320,18,1.667E+4,3,8190,22,7946.81,12
78,108,186Pt,0.0,2.08,h,5,0+,A AP 1.4E-4,-37864,22,-6.15E+3,3,2.9E+2,3,9.25E+3,3,4.82E+3,4,4320,18,1.667E+4,3,8190,22,7946.81,12
78,109,187Pt,0.0,2.35,h,3,3/2-,EC = 100.00,-36685,24,-3.66E+3,3,1.84E+3,4,6.89E+3,3,4.80E+3,3,4.55E+3,6,1.614E+4,4,8457,24,7941.17,13
78,102,180Pt,0.0,56,s,3,0+,EC = 100.00,-34430,10,-8804,11,2526,24,10233,13,3637,14,5276,5,18575,14,5464,17,7923.58,6
78,102,180Pt,0.0,56,s,3,0+,A AP 0.30,-34430,10,-8804,11,2526,24,10233,13,3637,14,5276,5,18575,14,5464,17,7923.58,6
78,103,181Pt,0.0,52.0,s,22,1/2-,EC = 100.00,-34381,14,-6510,24,4060,15,8023,17,3.69E+3,3,5150,5,18256,16,5939,21,7924.13,8
78,103,181Pt,0.0,52.0,s,22,1/2-,A AP 0.08,-34381,14,-6510,24,4060,15,8023,17,3.69E+3,3,5150,5,18256,16,5939,21,7924.13,8
78,104,182Pt,0.0,2.67,m,12,0+,EC = 99.96,-36168,13,-7864,23,1861,25,9858,19,3994,14,4951,5,17881,16,6390,20,7934.75,7
78,104,182Pt,0.0,2.67,m,12,0+,A = 0.04,-36168,13,-7864,23,1861,25,9858,19,3994,14,4951,5,17881,16,6390,20,7934.75,7
78,105,183Pt,0.0,43,s,5,1/2-,EC = 100.00,-35773,14,-5582,17,3.41E+3,3,7676,19,4.01E+3,3,4822,9,17534,20,6.80E+3,3,7933.34,8
78,105,183Pt,0.0,43,s,5,1/2-,A AP 1.3E-3,-35773,14,-5582,17,3.41E+3,3,7676,19,4.01E+3,3,4822,9,17534,20,6.80E+3,3,7933.34,8
78,105,183Pt,0.0345,43,s,5,(7/2)-,EC = 100.00,-35739,14,-5582,17,3.41E+3,3,7676,19,4.01E+3,3,4822,9,17534,20,6.80E+3,3,7933.34,8
78,105,183Pt,0.0345,43,s,5,(7/2)-,A LT 4.0E-4,-35739,14,-5582,17,3.41E+3,3,7676,19,4.01E+3,3,4822,9,17534,20,6.80E+3,3,7933.34,8
78,105,183Pt,0.0345,43,s,5,(7/2)-,IT  ,-35739,14,-5582,17,3.41E+3,3,7676,19,4.01E+3,3,4822,9,17534,20,6.80E+3,3,7933.34,8
78,110,188Pt,0.0,10.2,d,3,0+,EC = 100.00,-37821,5,-5450,6,-498,9,9207,25,5.56E+3,3,4007,5,16099,22,9399,5,7947.90,3
78,110,188Pt,0.0,10.2,d,3,0+,A = 2.6E-5,-37821,5,-5450,6,-498,9,9207,25,5.56E+3,3,4007,5,16099,22,9399,5,7947.90,3
78,111,189Pt,0.0,10.87,h,12,3/2-,EC = 100.00,-36469,10,-2887,22,958,14,6720,11,5413,14,3912,10,1.593E+4,3,9828,10,7941.40,5
